,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id,CodigoUFEmitente,ChaveAcesso,DigitoVerificador,NaturezaOperacao,FormaPagamento,ModeloDocumentoFiscal,Serie,Numero,DataEmissao,TipoOperacao,CodigoCidadeFatoGerador,TipoEmissao,Finalidade,CNPJEmitente,NomeEmitente,CodigoProduto,DescricaoProduto,NCMProduto,CFOPProduto,UnidadeComercialProduto,QuantidadeComercialProduto,ValorUnitarioProduto,TOTAIS_ValorProdutos,ICMS_OrigemProduto,ICMS_TributacaoProduto,ICMS_ModalidadeBC,ICMS_ModalidadeBCST,ICMS_Aliquota,ICMS_Valor,ICMS_ValorBC,ICMS_ValorBCST,ICMS_PercentualMargemBCST,ICMS_PercentualReducaoBCST,ICMS_AliquotaICMSST,ICMS_ValorICMSST,IPI_Enquadramento,IPI_CNPJProdutor,IPI_SeloControle,IPI_SeloQuantidade,IPI_CodigoEnquadramento,IPI_CodigoSituacaoTributaria,IPI_ValorBC,IPI_Aliquota,IPI_Valor,IPI_Unidade,IPI_ValorUnitario,II_ValorBC,II_ValorDespesasAduaneiras,II_Valor,II_ValorIOF,PIS_CodigoSituacaoTributaria,PIS_ValorBC,PIS_Aliquota,PIS_Valor,PIS_QuantidadeVendida,PIS_ValorAliquota,COFINS_CodigoSituacaoTributaria,COFINS_ValorBC,COFINS_Aliquota,COFINS_Valor,COFINS_QuantidadeVendida,COFINS_ValorAliquota,TOTAIS_ValorProEIPI
NFe42131207384807000467550010000027171272080040,42,27208004,0,VENDA A ORDEM,1,55,1,2717,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_AUDIO-P2-10M,CABO DE AUDIO P2 10 M,85441990,6119,UN,11,37.05,25092.29,0,00,3,0,17.00,69.28,407.55,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,407.55,1.65,6.72,0,0.00,01,407.55,7.60,30.97,0,0.00,28244.15
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XR-520.,XR AP WITH INTEGRATED CONTROLLER AND 2 300MBPS 802.11N RADIOS,85176241,6119,UN,5,2538.03,63538.39,1,00,3,0,17.00,2480.92,14593.67,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,12690.15,15.00,1903.52,0,0.00,0.00,0.00,0.00,0.00,01,12690.15,1.65,209.39,0,0.00,01,12690.15,7.60,964.45,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XE-500-MOUNT.,MOUNTING BRACKET AND 15/16" T-BAR CLIPS FOR XR-520 WIRELESS APS,85177099,6119,UN,5,55.28,63538.39,1,00,3,0,17.00,51.69,304.04,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,276.4,10.00,27.64,0,0.00,0.00,0.00,0.00,0.00,01,276.4,1.65,4.56,0,0.00,01,276.4,7.60,21.01,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XS-PWR-BR.,BRAZIL POWER CORD.,85444200,6119,UN,5,6.14,63538.39,1,00,3,0,17.00,5.48,32.24,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,30.7,5.00,1.54,0,0.00,0.00,0.00,0.00,0.00,01,30.7,1.65,0.51,0,0.00,01,30.7,7.60,2.33,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-C-12P-2G.,EX2200-C COMPACT, FANLESS SWITCH WITH 12-PORT 10/100/1000BASET (12-PORTS POE+) AND 2 DUAL-PURPOSE (10/100/1000BASET OR S,85176239,6119,LC,2.0000,2425.82,63538.39,1,00,3,0,17.00,948.5,5579.39,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,4851.64,15.00,727.75,0,0.00,0.00,0.00,0.00,0.00,01,4851.64,1.65,80.05,0,0.00,01,4851.64,7.60,368.72,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX-RMK2.,RACK MOUNT KIT FOR EX2200-C,85177099,6119,UN,2,174.56,63538.39,1,00,3,0,17.00,65.29,384.03,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,349.12,10.00,34.91,0,0.00,0.00,0.00,0.00,0.00,01,349.12,1.65,5.76,0,0.00,01,349.12,7.60,26.53,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,2,169.33,63538.39,1,00,3,0,17.00,60.45,355.59,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,338.66,5.00,16.93,0,0.00,0.00,0.00,0.00,0.00,01,338.66,1.65,5.59,0,0.00,01,338.66,7.60,25.74,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2329.37,63538.39,1,00,3,0,17.00,455.39,2678.78,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2329.37,15.00,349.41,0,0.00,0.00,0.00,0.00,0.00,01,2329.37,1.65,38.43,0,0.00,01,2329.37,7.60,177.03,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_HDMI_03542,CABO HDMI P/ AUDIO E VIDEO 1.4 C/ 15M,85444200,6119,UN,3,118.41,63538.39,0,00,3,0,17.00,60.39,355.23,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,355.23,1.65,5.86,0,0.00,01,355.23,7.60,27,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SUPORTE_00143,SUPORTE PROJETOR TELES TETO T025/045,73269090,6119,UN,3,97.79,63538.39,0,00,3,0,17.00,49.87,293.37,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,293.37,1.65,4.84,0,0.00,01,293.37,7.60,22.3,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_VGA_00321,CABO VGA FILTRO DE FERRITE BLINDADO T15 M 8+5 VIAS,85444200,6119,UN,3,82.85,63538.39,0,00,3,0,17.00,42.25,248.55,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,248.55,1.65,4.1,0,0.00,01,248.55,7.60,18.89,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100-RMK.,SRX100 19" RACK MOUNT KIT - HOLDS TWO UNITS,85177091,6119,UN,1,309.79,63538.39,1,00,3,0,17.00,57.93,340.77,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,309.79,10.00,30.98,0,0.00,0.00,0.00,0.00,0.00,01,309.79,1.65,5.11,0,0.00,01,309.79,7.60,23.54,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,INFRA_PRODUTO_1,MATERIAL DE INFRAESTRUTURA,85177099,6119,UN,1,41354.26,63538.39,0,00,3,0,17.00,7030.22,41354.26,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,41354.26,1.65,682.35,0,0.00,01,41354.26,7.60,3142.92,0,0.00,66631.07
NFe42131207384807000467550010000027181900000806,42,90000080,6,VENDA A ORDEM,1,55,1,2718,12/24/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_AUDIO-P2-10M,CABO DE AUDIO P2 10 M,85441990,6119,UN,3,37.05,63538.39,0,00,3,0,17.00,18.9,111.15,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,111.15,1.65,1.83,0,0.00,01,111.15,7.60,8.45,0,0.00,66631.07
NFe42131207384807000467550010000027191920300004,42,92030000,4,VENDA A ORDEM,1,55,1,2719,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,INFRA_PRODUTO_1,MATERIAL DE INFRAESTRUTURA,85177099,6119,UN,1,48033.06,48033.06,0,00,3,0,17.00,8165.62,48033.06,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,48033.06,1.65,792.55,0,0.00,01,48033.06,7.60,3650.51,0,0.00,48033.06
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XR-520.,XR AP WITH INTEGRATED CONTROLLER AND 2 300MBPS 802.11N RADIOS,85176241,6119,UN,3,2521.75,63109.23,1,00,3,0,17.00,1479.01,8700.04,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,7565.25,15.00,1134.79,0,0.00,0.00,0.00,0.00,0.00,01,7565.25,1.65,124.83,0,0.00,01,7565.25,7.60,574.96,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XE-500-MOUNT.,MOUNTING BRACKET AND 15/16" T-BAR CLIPS FOR XR-520 WIRELESS APS,85177099,6119,UN,3,54.92,63109.23,1,00,3,0,17.00,30.81,181.24,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,164.76,10.00,16.48,0,0.00,0.00,0.00,0.00,0.00,01,164.76,1.65,2.72,0,0.00,01,164.76,7.60,12.52,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XS-PWR-BR.,BRAZIL POWER CORD.,85444200,6119,UN,3,6.1,63109.23,1,00,3,0,17.00,3.27,19.22,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,18.3,5.00,0.92,0,0.00,0.00,0.00,0.00,0.00,01,18.3,1.65,0.3,0,0.00,01,18.3,7.60,1.39,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-24P-4G.,EX 2200, 24-PORT 10/100/1000BASET (24-PORTS POE+) WITH 4 SFP UPLINK PORTS (OPTICS NOT INCLUDED),85176239,6119,UN,1,3815.52,63109.23,1,00,3,0,17.00,745.93,4387.85,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,3815.52,15.00,572.33,0,0.00,0.00,0.00,0.00,0.00,01,3815.52,1.65,62.96,0,0.00,01,3815.52,7.60,289.98,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,1,181.7,63109.23,1,00,3,0,17.00,32.43,190.79,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,181.7,5.00,9.09,0,0.00,0.00,0.00,0.00,0.00,01,181.7,1.65,3,0,0.00,01,181.7,7.60,13.81,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2314.44,63109.23,1,00,3,0,17.00,452.47,2661.61,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2314.44,15.00,347.17,0,0.00,0.00,0.00,0.00,0.00,01,2314.44,1.65,38.19,0,0.00,01,2314.44,7.60,175.9,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_HDMI_03542,CABO HDMI P/ AUDIO E VIDEO 1.4 C/ 15M,85444200,6119,UN,10,117.65,63109.23,0,00,3,0,17.00,200.01,1176.5,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1176.5,1.65,19.41,0,0.00,01,1176.5,7.60,89.41,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SUPORTE_00143,SUPORTE PROJETOR TELES TETO T025/045,73269090,6119,UN,10,97.16,63109.23,0,00,3,0,17.00,165.17,971.6,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,971.6,1.65,16.03,0,0.00,01,971.6,7.60,73.84,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_VGA_00321,CABO VGA FILTRO DE FERRITE BLINDADO T15 M 8+5 VIAS,85444200,6119,UN,10,82.32,63109.23,0,00,3,0,17.00,139.94,823.2,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,823.2,1.65,13.58,0,0.00,01,823.2,7.60,62.56,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100-RMK.,SRX100 19" RACK MOUNT KIT - HOLDS TWO UNITS,85177091,6119,UN,1,307.81,63109.23,1,00,3,0,17.00,57.56,338.59,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,307.81,10.00,30.78,0,0.00,0.00,0.00,0.00,0.00,01,307.81,1.65,5.08,0,0.00,01,307.81,7.60,23.39,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,INFRA_PRODUTO_1,MATERIAL DE INFRAESTRUTURA,85177099,6119,UN,1,45402.05,63109.23,0,00,3,0,17.00,7718.35,45402.05,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,45402.05,1.65,749.13,0,0.00,01,45402.05,7.60,3450.56,0,0.00,65220.79
NFe42131207384807000467550010000027201360350851,42,36035085,1,VENDA A ORDEM,1,55,1,2720,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_AUDIO-P2-10M,CABO DE AUDIO P2 10 M,85441990,6119,UN,10,36.81,63109.23,0,00,3,0,17.00,62.58,368.1,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,368.1,1.65,6.07,0,0.00,01,368.1,7.60,27.98,0,0.00,65220.79
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XR-520.,XR AP WITH INTEGRATED CONTROLLER AND 2 300MBPS 802.11N RADIOS,85176241,6119,UN,18,2521.75,185877.75,1,00,3,0,17.00,8874.04,52200.23,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,45391.5,15.00,6808.73,0,0.00,0.00,0.00,0.00,0.00,01,45391.5,1.65,748.96,0,0.00,01,45391.5,7.60,3449.75,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XE-500-MOUNT.,MOUNTING BRACKET AND 15/16" T-BAR CLIPS FOR XR-520 WIRELESS APS,85177099,6119,UN,18,54.92,185877.75,1,00,3,0,17.00,184.86,1087.42,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,988.56,10.00,98.86,0,0.00,0.00,0.00,0.00,0.00,01,988.56,1.65,16.31,0,0.00,01,988.56,7.60,75.13,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SRX100H2.,SRX SERVICES GATEWAY 100 WITH 8XFE PORTS WITH 2GB DRAM AND 2GB FLASH. EXTERNAL POWER SUPPLY AND CORD INCLUDED,85176294,6119,UN,1,2314.44,185877.75,1,00,3,0,17.00,452.47,2661.61,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,2314.44,15.00,347.17,0,0.00,0.00,0.00,0.00,0.00,01,2314.44,1.65,38.19,0,0.00,01,2314.44,7.60,175.9,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_HDMI_03542,CABO HDMI P/ AUDIO E VIDEO 1.4 C/ 15M,85444200,6119,UN,40,117.65,185877.75,0,00,3,0,17.00,800.02,4706,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,4706,1.65,77.65,0,0.00,01,4706,7.60,357.66,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,SUPORTE_00143,SUPORTE PROJETOR TELES TETO T025/045,73269090,6119,UN,40,97.16,185877.75,0,00,3,0,17.00,660.69,3886.4,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,3886.4,1.65,64.13,0,0.00,01,3886.4,7.60,295.37,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CABO_AUDIO-P2-10M,CABO DE AUDIO P2 10 M,85441990,6119,UN,40,82.32,185877.75,0,00,3,0,17.00,559.78,3292.8,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,3292.8,1.65,54.33,0,0.00,01,3292.8,7.60,250.25,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,XS-PWR-BR.,BRAZIL POWER CORD.,85444200,6119,UN,18,6.1,185877.75,1,00,3,0,17.00,19.6,115.29,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,109.8,5.00,5.49,0,0.00,0.00,0.00,0.00,0.00,01,109.8,1.65,1.81,0,0.00,01,109.8,7.60,8.34,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-24P-4G.,EX 2200, 24-PORT 10/100/1000BASET (24-PORTS POE+) WITH 4 SFP UPLINK PORTS (OPTICS NOT INCLUDED),85176239,6119,UN,1,3815.52,185877.75,1,00,3,0,17.00,745.93,4387.85,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,3815.52,15.00,572.33,0,0.00,0.00,0.00,0.00,0.00,01,3815.52,1.65,62.96,0,0.00,01,3815.52,7.60,289.98,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,CBL-EX-PWR-C13-BR.,AC POWER CABLE - BRAZIL (10A/250V, 2.5M),85444200,6119,UN,4,181.7,185877.75,1,00,3,0,17.00,129.73,763.14,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,726.8,5.00,36.34,0,0.00,0.00,0.00,0.00,0.00,01,726.8,1.65,11.99,0,0.00,01,726.8,7.60,55.24,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX-SFP-1GE-SX.,SFP 1000BASE-SX GIGABIT ETHERNET OPTICS, 850NM FOR UPTO 550M TRANSMISSION ON MMF,85176299,6119,UN,2,1589.9,185877.75,1,00,3,0,17.00,648.68,3815.76,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,3179.8,20.00,635.96,0,0.00,0.00,0.00,0.00,0.00,01,3179.8,1.65,52.47,0,0.00,01,3179.8,7.60,241.66,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,RACK,RACKS REMOTOS,84735090,6119,UN,1,1248.36,185877.75,0,00,3,0,17.00,212.22,1248.36,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,1248.36,1.65,20.6,0,0.00,01,1248.36,7.60,94.88,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,INFRA_PRODUTO_1,MATERIAL DE INFRAESTRUTURA,85177099,6119,UN,1,106458.92,185877.75,0,00,3,0,17.00,18098.02,106458.92,0.00,0.00,0.00,0.00,0.00,Nenhum,Não informado,0,0,0,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,01,106458.92,1.65,1756.57,0,0.00,01,106458.92,7.60,8090.88,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX-RMK2.,RACK MOUNT KIT FOR EX2200-C,85177099,6119,UN,3,84.22,185877.75,1,00,3,0,17.00,47.25,277.93,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,252.66,10.00,25.27,0,0.00,0.00,0.00,0.00,0.00,01,252.66,1.65,4.17,0,0.00,01,252.66,7.60,19.2,0,0.00,195572.82
NFe42131207384807000467550010000027211400090003,42,40009000,3,VENDA A ORDEM,1,55,1,2721,12/26/2013,1,4209102,1,1,07384807000467,BINARIO DISTRIBUIDORA DE EQUIPAMENTOS ELETRONICOS LTDA.,EX2200-C-12P-2G.,EX2200-C COMPACT, FANLESS SWITCH WITH 12-PORT 10/100/1000BASET (12-PORTS POE+) AND 2 DUAL-PURPOSE (10/100/1000BASET OR S,85176239,6119,LC,3.0000,2410.27,185877.75,1,00,3,0,17.00,1413.62,8315.43,0.00,0.00,0.00,0.00,0.00,0,Não informado,0,0,0,50,7230.81,15.00,1084.62,0,0.00,0.00,0.00,0.00,0.00,01,7230.81,1.65,119.31,0,0.00,01,7230.81,7.60,549.54,0,0.00,195572.82
